target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	10	0	0
ENST00000415118.1	8	6	0	0
ENST00000434970.2	9	7	0	0
ENST00000448914.1	13	11	0	0
ENST00000632684.1	12	10	0	0
ENST00000632524.1	11	9	0	0
ENST00000633009.1	20	7.2	0	0
ENST00000634070.1	18	5.2	0	0
ENST00000632963.1	20	7.2	0	0
ENST00000633030.1	19	6.2	0	0
ENST00000633765.1	31	5.71875	0	0
ENST00000632619.1	28	7.33333	0	0
ENST00000632968.1	17	7	0	0
ENST00000633159.1	21	8.2	0	0
ENST00000631871.1	20	7.2	0	0
ENST00000633010.1	16	6	0	0
ENST00000633379.1	37	8.11864	0	0
ENST00000632473.1	31	5.71875	0	0
ENST00000631884.1	17	7	0	0
ENST00000632859.1	21	8.2	0	0
ENST00000631895.1	23	6.75	0	0
ENST00000634154.1	16	6	0	0
ENST00000632609.1	31	5.71875	0	0
ENST00000632911.1	31	5.71875	0	0
ENST00000633504.1	31	5.71875	0	0
ENST00000632304.1	17	7	0	0
ENST00000632542.1	18	5.2	0	0
ENST00000633968.1	20	7.2	0	0
ENST00000634085.1	16	6	0	0
ENST00000633353.1	31	5.71875	0	0
ENST00000631803.1	31	5.71875	0	0
ENST00000633210.1	17	7	0	0
ENST00000604642.1	23	6.75	0	0
ENST00000603326.1	19	6.2	0	0
ENST00000604950.1	31	5.71875	0	0
ENST00000603077.1	31	5.71875	0	0
ENST00000605284.1	17	7	0	0
ENST00000604446.1	23	6.75	0	0
ENST00000603693.1	19	6.2	0	0
ENST00000603935.1	31	5.71875	0	0
ENST00000604102.1	31	5.71875	0	0
ENST00000604838.1	17	7	0	0
ENST00000439842.1	11	9	0	0
ENST00000390567.1	20	7.2	0	0
ENST00000452198.1	18	5.2	0	0
ENST00000390569.1	20	7.2	0	0
ENST00000437320.1	19	6.2	0	0
ENST00000390571.1	31	5.71875	0	0
ENST00000390572.1	28	7.33333	0	0
ENST00000450276.1	17	7	0	0
ENST00000390574.1	21	8.2	0	0
ENST00000390575.1	20	7.2	0	0
ENST00000431870.1	16	6	0	0
ENST00000390577.1	37	8.11864	0	0
ENST00000390578.1	31	5.71875	0	0
ENST00000451044.1	17	7	0	0
ENST00000390580.1	21	8.2	0	0
ENST00000390581.1	23	6.75	0	0
ENST00000431440.2	16	6	0	0
ENST00000390583.1	31	5.71875	0	0
ENST00000390584.1	31	5.71875	0	0
ENST00000390585.1	31	5.71875	0	0
ENST00000430425.1	17	7	0	0
ENST00000454691.1	18	5.2	0	0
ENST00000390588.1	20	7.2	0	0
ENST00000414852.1	16	6	0	0
ENST00000390590.1	31	5.71875	0	0
ENST00000390591.1	31	5.71875	0	0
ENST00000454908.1	17	7	0	0
ENST00000632828.1	421	200.326	0	0
ENST00000632422.1	391	176.685	0.5	0.128014
ENST00000632713.1	373	163.773	0	0
ENST00000633384.1	652	407.502	0	0
ENST00000631557.1	401	184.804	0	0
ENST00000632308.1	380	168.197	0	0
ENST00000632512.1	455	228.524	0	0
ENST00000632016.1	392	177.625	0	0
ENST00000631427.1	455	228.524	0	0
ENST00000632148.1	424	202.594	0	0
ENST00000631392.1	386	172.701	0	0
ENST00000633472.1	365	157.715	0	0
ENST00000631882.1	397	181.927	5.71429	1.42087
ENST00000634123.1	343	142.051	0	0
ENST00000633328.1	390	175.766	0	0
ENST00000632248.1	412	193.558	0	0
ENST00000634176.1	364	156.995	0	0
ENST00000633575.1	395	180.36	0	0
ENST00000633072.1	410	192.009	0	0
ENST00000633313.1	347	145.199	0	0
ENST00000633696.1	544	306.417	0	0
ENST00000633963.1	390	175.766	0	0
ENST00000632187.1	350	147.391	0	0
ENST00000631511.1	386	172.701	0	0
ENST00000633265.1	392	177.625	0	0
ENST00000632216.1	384	171.313	0	0
ENST00000632425.1	407	189.394	0	0
ENST00000631548.1	347	145.199	0	0
ENST00000633790.1	343	142.051	0	0
ENST00000634093.1	344	142.928	0	0
ENST00000632560.1	347	145.199	0	0
ENST00000631639.1	478	247.841	0	0
ENST00000632021.1	347	145.199	0	0
ENST00000633796.1	374	164.522	0	0
ENST00000631471.1	344	142.928	0	0
ENST00000634111.1	392	177.625	0	0
ENST00000633292.1	409	191.245	0	0
ENST00000631824.1	406	188.542	1	0.239927
ENST00000632829.1	411	192.644	0	0
