target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	9	0	0
ENST00000415118.1	8	7.5	0	0
ENST00000434970.2	9	6	0	0
ENST00000448914.1	13	10	0	0
ENST00000632684.1	12	9	0	0
ENST00000632524.1	11	8	0	0
ENST00000633009.1	20	10.5	0	0
ENST00000634070.1	18	10.4	0	0
ENST00000632963.1	20	10.5	0	0
ENST00000633030.1	19	11.4	0	0
ENST00000633765.1	31	9.26087	0	0
ENST00000632619.1	28	9.4375	0	0
ENST00000632968.1	17	9.4	0	0
ENST00000633159.1	21	11.5	0	0
ENST00000631871.1	20	10.5	0	0
ENST00000633010.1	16	8.4	0	0
ENST00000633379.1	37	9.80952	0	0
ENST00000632473.1	31	9.26087	0	0
ENST00000631884.1	17	9.4	0	0
ENST00000632859.1	21	11.5	0	0
ENST00000631895.1	23	10.375	0	0
ENST00000634154.1	16	8.4	0	0
ENST00000632609.1	31	9.26087	0	0
ENST00000632911.1	31	9.26087	0	0
ENST00000633504.1	31	9.26087	0	0
ENST00000632304.1	17	9.4	0	0
ENST00000632542.1	18	10.4	0	0
ENST00000633968.1	20	10.5	0	0
ENST00000634085.1	16	8.4	0	0
ENST00000633353.1	31	9.26087	0	0
ENST00000631803.1	31	9.26087	0	0
ENST00000633210.1	17	9.4	0	0
ENST00000604642.1	23	10.375	0	0
ENST00000603326.1	19	11.4	0	0
ENST00000604950.1	31	9.26087	0	0
ENST00000603077.1	31	9.26087	0	0
ENST00000605284.1	17	9.4	0	0
ENST00000604446.1	23	10.375	0	0
ENST00000603693.1	19	11.4	0	0
ENST00000603935.1	31	9.26087	0	0
ENST00000604102.1	31	9.26087	0	0
ENST00000604838.1	17	9.4	0	0
ENST00000439842.1	11	8	0	0
ENST00000390567.1	20	10.5	0	0
ENST00000452198.1	18	10.4	0	0
ENST00000390569.1	20	10.5	0	0
ENST00000437320.1	19	11.4	0	0
ENST00000390571.1	31	9.26087	0	0
ENST00000390572.1	28	9.4375	0	0
ENST00000450276.1	17	9.4	0	0
ENST00000390574.1	21	11.5	0	0
ENST00000390575.1	20	10.5	0	0
ENST00000431870.1	16	8.4	0	0
ENST00000390577.1	37	9.80952	0	0
ENST00000390578.1	31	9.26087	0	0
ENST00000451044.1	17	9.4	0	0
ENST00000390580.1	21	11.5	0	0
ENST00000390581.1	23	10.375	0	0
ENST00000431440.2	16	8.4	0	0
ENST00000390583.1	31	9.26087	0	0
ENST00000390584.1	31	9.26087	0	0
ENST00000390585.1	31	9.26087	0	0
ENST00000430425.1	17	9.4	0	0
ENST00000454691.1	18	10.4	0	0
ENST00000390588.1	20	10.5	0	0
ENST00000414852.1	16	8.4	0	0
ENST00000390590.1	31	9.26087	0	0
ENST00000390591.1	31	9.26087	0	0
ENST00000454908.1	17	9.4	0	0
ENST00000632828.1	421	201.002	0	0
ENST00000632422.1	391	177.557	0	0
ENST00000632713.1	373	164.785	0	0
ENST00000633384.1	652	401.453	0	0
ENST00000631557.1	401	185.094	0	0
ENST00000632308.1	380	169.51	0	0
ENST00000632512.1	455	228.803	0	0
ENST00000632016.1	392	178.412	0	0
ENST00000631427.1	455	228.803	0	0
ENST00000632148.1	424	203.615	0	0
ENST00000631392.1	386	173.75	0	0
ENST00000633472.1	365	159.319	0	0
ENST00000631882.1	397	182.388	1	0.313623
ENST00000634123.1	343	143.165	0.5	0.199773
ENST00000633328.1	390	176.764	0	0
ENST00000632248.1	412	193.715	0	0
ENST00000634176.1	364	158.611	0	0
ENST00000633575.1	395	180.619	0	0
ENST00000633072.1	410	192.088	0	0
ENST00000633313.1	347	145.996	0	0
ENST00000633696.1	544	303.383	0	0
ENST00000633963.1	390	176.764	0	0
ENST00000632187.1	350	148.183	0	0
ENST00000631511.1	386	173.75	0	0
ENST00000633265.1	392	178.412	0	0
ENST00000632216.1	384	172.116	0	0
ENST00000632425.1	407	189.676	0	0
ENST00000631548.1	347	145.996	0	0
ENST00000633790.1	343	143.165	0	0
ENST00000634093.1	344	143.729	0	0
ENST00000632560.1	347	145.996	0	0
ENST00000631639.1	478	248.116	0	0
ENST00000632021.1	347	145.996	0	0
ENST00000633796.1	374	165.547	0	0
ENST00000631471.1	344	143.729	0	0
ENST00000634111.1	392	178.412	0	0
ENST00000633292.1	409	191.328	1.274e-07	3.80885e-08
ENST00000631824.1	406	188.871	1	0.302858
ENST00000632829.1	411	192.979	0	0
ENST00000632432.1	406	188.871	0	0
ENST00000631835.1	421	201.002	0	0
ENST00000633244.1	347	145.996	0	0
ENST00000631663.1	344	143.729	0	0
ENST00000631559.1	428	206.901	0	0
