target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	5.42857	0	0
ENST00000415118.1	8	4.66667	0	0
ENST00000434970.2	9	4.5	0	0
ENST00000448914.1	13	6.42857	0	0
ENST00000632684.1	12	5.42857	0	0
ENST00000632524.1	11	4.42857	0	0
ENST00000633009.1	20	8.66667	0	0
ENST00000634070.1	18	9.09091	0	0
ENST00000632963.1	20	8.66667	0	0
ENST00000633030.1	19	7.66667	0	0
ENST00000633765.1	31	10.65	0	0
ENST00000632619.1	28	10.1613	0	0
ENST00000632968.1	17	8.09091	0	0
ENST00000633159.1	21	9.66667	0	0
ENST00000631871.1	20	8.66667	0	0
ENST00000633010.1	16	7.09091	0	0
ENST00000633379.1	37	12.25	0	0
ENST00000632473.1	31	10.65	0	0
ENST00000631884.1	17	8.09091	0	0
ENST00000632859.1	21	9.66667	0	0
ENST00000631895.1	23	9.42105	0	0
ENST00000634154.1	16	7.09091	0	0
ENST00000632609.1	31	10.65	0	0
ENST00000632911.1	31	10.65	0	0
ENST00000633504.1	31	10.65	0	0
ENST00000632304.1	17	8.09091	0	0
ENST00000632542.1	18	9.09091	0	0
ENST00000633968.1	20	8.66667	0	0
ENST00000634085.1	16	7.09091	0	0
ENST00000633353.1	31	10.65	0	0
ENST00000631803.1	31	10.65	0	0
ENST00000633210.1	17	8.09091	0	0
ENST00000604642.1	23	9.42105	0	0
ENST00000603326.1	19	7.66667	0	0
ENST00000604950.1	31	10.65	0	0
ENST00000603077.1	31	10.65	0	0
ENST00000605284.1	17	8.09091	0	0
ENST00000604446.1	23	9.42105	0	0
ENST00000603693.1	19	7.66667	0	0
ENST00000603935.1	31	10.65	0	0
ENST00000604102.1	31	10.65	0	0
ENST00000604838.1	17	8.09091	0	0
ENST00000439842.1	11	4.42857	0	0
ENST00000390567.1	20	8.66667	0	0
ENST00000452198.1	18	9.09091	0	0
ENST00000390569.1	20	8.66667	0	0
ENST00000437320.1	19	7.66667	0	0
ENST00000390571.1	31	10.65	0	0
ENST00000390572.1	28	10.1613	0	0
ENST00000450276.1	17	8.09091	0	0
ENST00000390574.1	21	9.66667	0	0
ENST00000390575.1	20	8.66667	0	0
ENST00000431870.1	16	7.09091	0	0
ENST00000390577.1	37	12.25	0	0
ENST00000390578.1	31	10.65	0	0
ENST00000451044.1	17	8.09091	0	0
ENST00000390580.1	21	9.66667	0	0
ENST00000390581.1	23	9.42105	0	0
ENST00000431440.2	16	7.09091	0	0
ENST00000390583.1	31	10.65	0	0
ENST00000390584.1	31	10.65	0	0
ENST00000390585.1	31	10.65	0	0
ENST00000430425.1	17	8.09091	0	0
ENST00000454691.1	18	9.09091	0	0
ENST00000390588.1	20	8.66667	0	0
ENST00000414852.1	16	7.09091	0	0
ENST00000390590.1	31	10.65	0	0
ENST00000390591.1	31	10.65	0	0
ENST00000454908.1	17	8.09091	0	0
ENST00000632828.1	421	190.394	0	0
ENST00000632422.1	391	168.279	0	0
ENST00000632713.1	373	155.466	0	0
ENST00000633384.1	652	387.42	0	0
ENST00000631557.1	401	175.474	0	0
ENST00000632308.1	380	160.37	0	0
ENST00000632512.1	455	216.785	0	0
ENST00000632016.1	392	169.055	0	0
ENST00000631427.1	455	216.785	0	0
ENST00000632148.1	424	192.82	0	0
ENST00000631392.1	386	164.571	0	0
ENST00000633472.1	365	149.487	0	0
ENST00000631882.1	397	172.865	0	0
ENST00000634123.1	343	133.867	0	0
ENST00000633328.1	390	167.502	0	0
ENST00000632248.1	412	183.395	0	0
ENST00000634176.1	364	148.751	0	0
ENST00000633575.1	395	171.278	0	0
ENST00000633072.1	410	181.779	0	0
ENST00000633313.1	347	137.011	0	0
ENST00000633696.1	544	290.975	0	0
ENST00000633963.1	390	167.502	0	0
ENST00000632187.1	350	139.199	0	0
ENST00000631511.1	386	164.571	0	0
ENST00000633265.1	392	169.055	0	0
ENST00000632216.1	384	162.91	0	0
ENST00000632425.1	407	179.732	0	0
ENST00000631548.1	347	137.011	0	0
ENST00000633790.1	343	133.867	0	0
ENST00000634093.1	344	134.619	0	0
ENST00000632560.1	347	137.011	0	0
ENST00000631639.1	478	235.254	0	0
ENST00000632021.1	347	137.011	0	0
ENST00000633796.1	374	156.233	0	0
ENST00000631471.1	344	134.619	0	0
ENST00000634111.1	392	169.055	0	0
ENST00000633292.1	409	181.055	0	0
