target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	13	0	0
ENST00000415118.1	8	9	0	0
ENST00000434970.2	9	10	0	0
ENST00000448914.1	13	14	0	0
ENST00000632684.1	12	13	0	0
ENST00000632524.1	11	12	0	0
ENST00000633009.1	20	4	0	0
ENST00000634070.1	18	3.6	0	0
ENST00000632963.1	20	4	0	0
ENST00000633030.1	19	4	0	0
ENST00000633765.1	31	6.7	0	0
ENST00000632619.1	28	6.68421	0	0
ENST00000632968.1	17	2.6	0	0
ENST00000633159.1	21	5	0	0
ENST00000631871.1	20	4	0	0
ENST00000633010.1	16	1.6	0	0
ENST00000633379.1	37	8.41071	0	0
ENST00000632473.1	31	6.7	0	0
ENST00000631884.1	17	2.6	0	0
ENST00000632859.1	21	5	0	0
ENST00000631895.1	23	5.9	0	0
ENST00000634154.1	16	1.6	0	0
ENST00000632609.1	31	6.7	0	0
ENST00000632911.1	31	6.7	0	0
ENST00000633504.1	31	6.7	0	0
ENST00000632304.1	17	2.6	0	0
ENST00000632542.1	18	3.6	0	0
ENST00000633968.1	20	4	0	0
ENST00000634085.1	16	1.6	0	0
ENST00000633353.1	31	6.7	0	0
ENST00000631803.1	31	6.7	0	0
ENST00000633210.1	17	2.6	0	0
ENST00000604642.1	23	5.9	0	0
ENST00000603326.1	19	4	0	0
ENST00000604950.1	31	6.7	0	0
ENST00000603077.1	31	6.7	0	0
ENST00000605284.1	17	2.6	0	0
ENST00000604446.1	23	5.9	0	0
ENST00000603693.1	19	4	0	0
ENST00000603935.1	31	6.7	0	0
ENST00000604102.1	31	6.7	0	0
ENST00000604838.1	17	2.6	0	0
ENST00000439842.1	11	12	0	0
ENST00000390567.1	20	4	0	0
ENST00000452198.1	18	3.6	0	0
ENST00000390569.1	20	4	0	0
ENST00000437320.1	19	4	0	0
ENST00000390571.1	31	6.7	0	0
ENST00000390572.1	28	6.68421	0	0
ENST00000450276.1	17	2.6	0	0
ENST00000390574.1	21	5	0	0
ENST00000390575.1	20	4	0	0
ENST00000431870.1	16	1.6	0	0
ENST00000390577.1	37	8.41071	0	0
ENST00000390578.1	31	6.7	0	0
ENST00000451044.1	17	2.6	0	0
ENST00000390580.1	21	5	0	0
ENST00000390581.1	23	5.9	0	0
ENST00000431440.2	16	1.6	0	0
ENST00000390583.1	31	6.7	0	0
ENST00000390584.1	31	6.7	0	0
ENST00000390585.1	31	6.7	0	0
ENST00000430425.1	17	2.6	0	0
ENST00000454691.1	18	3.6	0	0
ENST00000390588.1	20	4	0	0
ENST00000414852.1	16	1.6	0	0
ENST00000390590.1	31	6.7	0	0
ENST00000390591.1	31	6.7	0	0
ENST00000454908.1	17	2.6	0	0
ENST00000632828.1	421	204.58	0	0
ENST00000632422.1	391	180.272	0	0
ENST00000632713.1	373	166.416	0	0
ENST00000633384.1	652	407.438	0	0
ENST00000631557.1	401	188.585	0	0
ENST00000632308.1	380	171.328	0	0
ENST00000632512.1	455	232.678	0	0
ENST00000632016.1	392	181.086	0	0
ENST00000631427.1	455	232.678	0	0
ENST00000632148.1	424	207.121	0	0
ENST00000631392.1	386	176.384	0	0
ENST00000633472.1	365	159.607	0	0
ENST00000631882.1	397	185.373	6	1.85363
ENST00000634123.1	343	143.108	0	0
ENST00000633328.1	390	179.562	0	0
ENST00000632248.1	412	196.972	0	0
ENST00000634176.1	364	158.872	0	0
ENST00000633575.1	395	183.71	0	0
ENST00000633072.1	410	195.17	0	0
ENST00000633313.1	347	146.098	0	0
ENST00000633696.1	544	308.644	0	0
ENST00000633963.1	390	179.562	0	0
ENST00000632187.1	350	148.274	0	0
ENST00000631511.1	386	176.384	0	0
ENST00000633265.1	392	181.086	0	0
ENST00000632216.1	384	174.749	0	0
ENST00000632425.1	407	193.219	0	0
ENST00000631548.1	347	146.098	0	0
ENST00000633790.1	343	143.108	0	0
ENST00000634093.1	344	143.827	0	0
ENST00000632560.1	347	146.098	0	0
ENST00000631639.1	478	251.666	0	0
ENST00000632021.1	347	146.098	0	0
ENST00000633796.1	374	167.083	0	0
ENST00000631471.1	344	143.827	0	0
ENST00000634111.1	392	181.086	0	0
ENST00000633292.1	409	194.564	0	0
ENST00000631824.1	406	192.59	0	0
ENST00000632829.1	411	195.994	0	0
ENST00000632432.1	406	192.59	0	0
ENST00000631835.1	421	204.58	0	0
ENST00000633244.1	347	146.098	0	0
ENST00000631663.1	344	143.827	0	0
ENST00000631559.1	428	210.635	0	0
ENST00000632638.1	552	315.456	0	0
ENST00000633466.1	413	197.839	0	0
ENST00000633842.1	347	146.098	0	0
ENST00000633092.1	381	172.01	0	0
ENST00000610439.4	381	172.01	0	0
ENST00000633283.1	387	177.262	0	0
ENST00000619125.2	364	158.872	0	0
ENST00000634198.1	402	189.52	0	0
ENST00000631690.1	447	225.748	0	0
ENST00000379435.3	416	200.304	0	0
ENST00000542354.1	392	181.086	0	0
ENST00000390423.2	402	189.52	0	0
ENST00000390424.2	348	146.92	0	0
ENST00000390425.2	519	287.613	0	0
ENST00000390426.2	395	183.71	0	0
ENST00000390427.3	352	149.859	0	0
ENST00000390428.3	404	190.872	0	0
ENST00000390429.3	337	138.409	0	0
ENST00000390430.2	473	247.681	0	0
ENST00000390431.3	338	139.22	0	0
ENST00000390432.2	379	170.606	0	0
ENST00000390433.1	340	140.632	0	0
ENST00000390434.3	566	327.505	0	0
ENST00000390435.1	341	141.476	0	0
ENST00000390436.2	360	155.789	0	0
ENST00000390437.2	445	223.92	0	0
ENST00000390438.2	469	244.182	0	0
ENST00000390439.2	410	195.17	0	0
ENST00000390440.2	425	207.983	0	0
ENST00000390441.2	394	182.752	0	0
ENST00000390442.3	399	186.97	0	0
ENST00000390443.3	561	323.437	0	0
ENST00000390444.1	329	132.623	0	0
ENST00000390445.2	484	257.258	0	0
ENST00000390446.3	440	220.086	1	0.26021
ENST00000390447.3	467	242.287	0	0
ENST00000390448.3	406	192.59	0	0
ENST00000390449.3	343	143.108	0	0
ENST00000390450.3	464	240.066	0	0
ENST00000390451.2	409	194.564	0	0
ENST00000390452.2	365	159.607	0	0
ENST00000621643.1	102	35.3273	0	0
ENST00000390453.1	343	143.108	0	0
ENST00000390454.2	403	190.262	0	0
ENST00000390455.3	537	302.969	0	0
ENST00000390456.3	341	141.476	0	0
ENST00000390457.2	425	207.983	0	0
ENST00000390458.3	469	244.182	0	0
ENST00000557168.1	337	138.409	0	0
ENST00000390460.1	327	131.424	0	0
ENST00000390461.2	349	147.615	0	0
ENST00000390463.3	356	152.748	0	0
ENST00000390464.2	353	150.587	0	0
ENST00000390465.2	395	183.71	0	0
ENST00000390466.1	331	133.952	0	0
ENST00000390467.3	317	124.546	0	0
ENST00000390468.1	336	137.752	0	0
ENST00000390469.2	520	288.553	0	0
ENST00000535880.2	425	207.983	0	0
ENST00000390340.2	463	239.273	0	0
ENST00000390341.2	512	281.601	0	0
ENST00000444775.2	1735	1486.29	0	0
ENST00000390343.2	468	243.261	5	1.1771
ENST00000390344.2	552	315.456	2	0.363085
ENST00000390345.2	688	442.588	5.40228	0.699027
ENST00000390346.2	537	302.969	2	0.37805
ENST00000426402.2	544	308.644	5.59772	1.03865
ENST00000390348.2	465	240.885	1	0.237743
ENST00000455382.2	421	204.58	0	0
ENST00000390387.3	391	180.272	0	0
ENST00000390357.3	373	166.416	0	0
ENST00000390381.3	652	407.438	0	0
ENST00000390353.2	401	188.585	0	0
ENST00000547918.2	380	171.328	0	0
ENST00000390392.3	455	232.678	0	0
ENST00000634383.1	424	207.121	0	0
ENST00000634605.1	394	182.752	0	0
ENST00000390360.3	365	159.607	0	0
ENST00000390361.3	397	185.373	7	2.16256
ENST00000390362.1	343	143.108	0	0
ENST00000390363.2	390	179.562	6	1.91362
ENST00000390364.3	412	196.972	0	0
ENST00000390367.3	364	158.872	0	0
ENST00000426318.2	395	183.71	0	0
ENST00000390368.2	410	195.17	0	0
ENST00000390369.2	347	146.098	0	0
ENST00000454561.2	544	308.644	1	0.185549
ENST00000390371.3	388	178.139	0	0
ENST00000390372.3	350	148.274	0	0
ENST00000390373.2	344	143.827	0	0
ENST00000390374.3	392	181.086	0	0
ENST00000390375.2	384	174.749	0	0
ENST00000390376.2	341	141.476	0	0
ENST00000390377.1	347	146.098	0	0
ENST00000390378.1	343	143.108	0	0
ENST00000612787.1	347	146.098	0	0
ENST00000614171.1	374	167.083	0	0
ENST00000611462.1	368	162.056	0	0
ENST00000611787.1	392	181.086	0	0
ENST00000620569.1	409	194.564	0	0
