Well,Well Position,Sample Name,Target Name,Task,Reporter,Quencher,Amp Status,CT,Cq Mean,Cq Confidence,Cq SD,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Omit
292,M4,NTC,ND2,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.361380385,TRUE,3,39,,,,,FALSE
293,M5,NTC,ND2,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.361380385,TRUE,3,39,,,,,FALSE
294,M6,NTC,ND2,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.361380385,TRUE,3,39,,,,,FALSE
295,M7,NTC,ACTIN,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.353398052,TRUE,3,39,,,,,FALSE
296,M8,NTC,ACTIN,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.353398052,TRUE,3,39,,,,,FALSE
297,M9,NTC,ACTIN,UNKNOWN,FAM,NFQ-MGB,No Amp,Undetermined,,0,,TRUE,0.353398052,TRUE,3,39,,,,,FALSE
298,M10,,,,,,,,,,,,,,,,,,,,
299,M11,,,,,,,,,,,,,,,,,,,,
300,M12,,,,,,,,,,,,,,,,,,,,
301,M13,,,,,,,,,,,,,,,,,,,,
302,M14,,,,,,,,,,,,,,,,,,,,
303,M15,,,,,,,,,,,,,,,,,,,,
304,M16,,,,,,,,,,,,,,,,,,,,
305,M17,,,,,,,,,,,,,,,,,,,,
306,M18,,,,,,,,,,,,,,,,,,,,
307,M19,,,,,,,,,,,,,,,,,,,,
308,M20,,,,,,,,,,,,,,,,,,,,
309,M21,,,,,,,,,,,,,,,,,,,,
310,M22,,,,,,,,,,,,,,,,,,,,
311,M23,,,,,,,,,,,,,,,,,,,,
312,M24,,,,,,,,,,,,,,,,,,,,
313,N1,,,,,,,,,,,,,,,,,,,,
314,N2,,,,,,,,,,,,,,,,,,,,
315,N3,,,,,,,,,,,,,,,,,,,,
316,N4,,,,,,,,,,,,,,,,,,,,
317,N5,,,,,,,,,,,,,,,,,,,,
318,N6,,,,,,,,,,,,,,,,,,,,
319,N7,,,,,,,,,,,,,,,,,,,,
320,N8,,,,,,,,,,,,,,,,,,,,
321,N9,,,,,,,,,,,,,,,,,,,,
322,N10,,,,,,,,,,,,,,,,,,,,
323,N11,,,,,,,,,,,,,,,,,,,,
324,N12,,,,,,,,,,,,,,,,,,,,
325,N13,,,,,,,,,,,,,,,,,,,,
326,N14,,,,,,,,,,,,,,,,,,,,
327,N15,,,,,,,,,,,,,,,,,,,,
328,N16,,,,,,,,,,,,,,,,,,,,
329,N17,,,,,,,,,,,,,,,,,,,,
330,N18,,,,,,,,,,,,,,,,,,,,
331,N19,,,,,,,,,,,,,,,,,,,,
332,N20,,,,,,,,,,,,,,,,,,,,
333,N21,,,,,,,,,,,,,,,,,,,,
334,N22,,,,,,,,,,,,,,,,,,,,
335,N23,,,,,,,,,,,,,,,,,,,,
336,N24,,,,,,,,,,,,,,,,,,,,
337,O1,,,,,,,,,,,,,,,,,,,,
338,O2,,,,,,,,,,,,,,,,,,,,
339,O3,,,,,,,,,,,,,,,,,,,,
340,O4,,,,,,,,,,,,,,,,,,,,
341,O5,,,,,,,,,,,,,,,,,,,,
342,O6,,,,,,,,,,,,,,,,,,,,
343,O7,,,,,,,,,,,,,,,,,,,,
344,O8,,,,,,,,,,,,,,,,,,,,
345,O9,,,,,,,,,,,,,,,,,,,,
346,O10,,,,,,,,,,,,,,,,,,,,
347,O11,,,,,,,,,,,,,,,,,,,,
348,O12,,,,,,,,,,,,,,,,,,,,
349,O13,,,,,,,,,,,,,,,,,,,,
350,O14,,,,,,,,,,,,,,,,,,,,
351,O15,,,,,,,,,,,,,,,,,,,,
352,O16,,,,,,,,,,,,,,,,,,,,
353,O17,,,,,,,,,,,,,,,,,,,,
354,O18,,,,,,,,,,,,,,,,,,,,
355,O19,,,,,,,,,,,,,,,,,,,,
356,O20,,,,,,,,,,,,,,,,,,,,
357,O21,,,,,,,,,,,,,,,,,,,,
358,O22,,,,,,,,,,,,,,,,,,,,
359,O23,,,,,,,,,,,,,,,,,,,,
360,O24,,,,,,,,,,,,,,,,,,,,
361,P1,,,,,,,,,,,,,,,,,,,,
362,P2,,,,,,,,,,,,,,,,,,,,
363,P3,,,,,,,,,,,,,,,,,,,,
364,P4,,,,,,,,,,,,,,,,,,,,
365,P5,,,,,,,,,,,,,,,,,,,,
366,P6,,,,,,,,,,,,,,,,,,,,
367,P7,,,,,,,,,,,,,,,,,,,,
368,P8,,,,,,,,,,,,,,,,,,,,
369,P9,,,,,,,,,,,,,,,,,,,,
370,P10,,,,,,,,,,,,,,,,,,,,
371,P11,,,,,,,,,,,,,,,,,,,,
372,P12,,,,,,,,,,,,,,,,,,,,
373,P13,,,,,,,,,,,,,,,,,,,,
374,P14,,,,,,,,,,,,,,,,,,,,
375,P15,,,,,,,,,,,,,,,,,,,,
376,P16,,,,,,,,,,,,,,,,,,,,
377,P17,,,,,,,,,,,,,,,,,,,,
378,P18,,,,,,,,,,,,,,,,,,,,
379,P19,,,,,,,,,,,,,,,,,,,,
380,P20,,,,,,,,,,,,,,,,,,,,
381,P21,,,,,,,,,,,,,,,,,,,,
382,P22,,,,,,,,,,,,,,,,,,,,
383,P23,,,,,,,,,,,,,,,,,,,,
384,P24,,,,,,,,,,,,,,,,,,,,
