target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	7	0	0
ENST00000415118.1	8	3	0	0
ENST00000434970.2	9	4	0	0
ENST00000448914.1	13	8	0	0
ENST00000632684.1	12	7	0	0
ENST00000632524.1	11	6	0	0
ENST00000633009.1	20	7.5	0	0
ENST00000634070.1	18	8.5	0	0
ENST00000632963.1	20	7.5	0	0
ENST00000633030.1	19	7.8	0	0
ENST00000633765.1	31	8.25	0	0
ENST00000632619.1	28	8.84615	0	0
ENST00000632968.1	17	7.5	0	0
ENST00000633159.1	21	8.5	0	0
ENST00000631871.1	20	7.5	0	0
ENST00000633010.1	16	6.5	0	0
ENST00000633379.1	37	9.91429	0	0
ENST00000632473.1	31	8.25	0	0
ENST00000631884.1	17	7.5	0	0
ENST00000632859.1	21	8.5	0	0
ENST00000631895.1	23	10.5	0	0
ENST00000634154.1	16	6.5	0	0
ENST00000632609.1	31	8.25	0	0
ENST00000632911.1	31	8.25	0	0
ENST00000633504.1	31	8.25	0	0
ENST00000632304.1	17	7.5	0	0
ENST00000632542.1	18	8.5	0	0
ENST00000633968.1	20	7.5	0	0
ENST00000634085.1	16	6.5	0	0
ENST00000633353.1	31	8.25	0	0
ENST00000631803.1	31	8.25	0	0
ENST00000633210.1	17	7.5	0	0
ENST00000604642.1	23	10.5	0	0
ENST00000603326.1	19	7.8	0	0
ENST00000604950.1	31	8.25	0	0
ENST00000603077.1	31	8.25	0	0
ENST00000605284.1	17	7.5	0	0
ENST00000604446.1	23	10.5	0	0
ENST00000603693.1	19	7.8	0	0
ENST00000603935.1	31	8.25	0	0
ENST00000604102.1	31	8.25	0	0
ENST00000604838.1	17	7.5	0	0
ENST00000439842.1	11	6	0	0
ENST00000390567.1	20	7.5	0	0
ENST00000452198.1	18	8.5	0	0
ENST00000390569.1	20	7.5	0	0
ENST00000437320.1	19	7.8	0	0
ENST00000390571.1	31	8.25	0	0
ENST00000390572.1	28	8.84615	0	0
ENST00000450276.1	17	7.5	0	0
ENST00000390574.1	21	8.5	0	0
ENST00000390575.1	20	7.5	0	0
ENST00000431870.1	16	6.5	0	0
ENST00000390577.1	37	9.91429	0	0
ENST00000390578.1	31	8.25	0	0
ENST00000451044.1	17	7.5	0	0
ENST00000390580.1	21	8.5	0	0
ENST00000390581.1	23	10.5	0	0
ENST00000431440.2	16	6.5	0	0
ENST00000390583.1	31	8.25	0	0
ENST00000390584.1	31	8.25	0	0
ENST00000390585.1	31	8.25	0	0
ENST00000430425.1	17	7.5	0	0
ENST00000454691.1	18	8.5	0	0
ENST00000390588.1	20	7.5	0	0
ENST00000414852.1	16	6.5	0	0
ENST00000390590.1	31	8.25	0	0
ENST00000390591.1	31	8.25	0	0
ENST00000454908.1	17	7.5	0	0
ENST00000632828.1	421	196.846	0	0
ENST00000632422.1	391	174.329	0	0
ENST00000632713.1	373	160.651	0	0
ENST00000633384.1	652	396.642	0	0
ENST00000631557.1	401	181.696	0	0
ENST00000632308.1	380	166.336	0	0
ENST00000632512.1	455	224.369	0	0
ENST00000632016.1	392	175.288	0	0
ENST00000631427.1	455	224.369	0	0
ENST00000632148.1	424	199.466	0	0
ENST00000631392.1	386	170.753	2	0.720653
ENST00000633472.1	365	154.276	0	0
ENST00000631882.1	397	178.534	5.14286	1.77235
ENST00000634123.1	343	139.174	0	0
ENST00000633328.1	390	173.533	0	0
ENST00000632248.1	412	189.823	0	0
ENST00000634176.1	364	153.426	0	0
ENST00000633575.1	395	177.01	0	0
ENST00000633072.1	410	188.32	0.5	0.163358
ENST00000633313.1	347	142.277	0	0
ENST00000633696.1	544	300.796	0	0
ENST00000633963.1	390	173.533	0	0
ENST00000632187.1	350	144.227	0	0
ENST00000631511.1	386	170.753	0	0
ENST00000633265.1	392	175.288	0	0
ENST00000632216.1	384	169.177	0	0
ENST00000632425.1	407	186.007	0	0
ENST00000631548.1	347	142.277	0	0
ENST00000633790.1	343	139.174	0	0
ENST00000634093.1	344	140.049	0	0
ENST00000632560.1	347	142.277	0	0
ENST00000631639.1	478	244.163	0	0
ENST00000632021.1	347	142.277	0	0
ENST00000633796.1	374	161.263	0	0
ENST00000631471.1	344	140.049	0	0
ENST00000634111.1	392	175.288	0	0
ENST00000633292.1	409	187.599	0	0
ENST00000631824.1	406	185.114	0	0
ENST00000632829.1	411	189.125	0	0
ENST00000632432.1	406	185.114	0	0
ENST00000631835.1	421	196.846	0	0
ENST00000633244.1	347	142.277	0	0
ENST00000631663.1	344	140.049	0	0
ENST00000631559.1	428	203.012	0.5	0.151535
ENST00000632638.1	552	306.807	0	0
ENST00000633466.1	413	190.627	0	0
ENST00000633842.1	347	142.277	0	0
ENST00000633092.1	381	167.097	0	0
ENST00000610439.4	381	167.097	0	0
ENST00000633283.1	387	171.328	0	0
ENST00000619125.2	364	153.426	0.5	0.20051
ENST00000634198.1	402	182.254	0	0
ENST00000631690.1	447	218.215	0	0
ENST00000379435.3	416	192.928	4	1.27564
ENST00000542354.1	392	175.288	0	0
ENST00000390423.2	402	182.254	0	0
ENST00000390424.2	348	142.915	0	0
ENST00000390425.2	519	279.29	0	0
ENST00000390426.2	395	177.01	0	0
ENST00000390427.3	352	145.715	0	0
ENST00000390428.3	404	183.601	0	0
ENST00000390429.3	337	135.188	0	0
ENST00000390430.2	473	239.794	0	0
ENST00000390431.3	338	135.89	0	0
ENST00000390432.2	379	165.595	0	0
ENST00000390433.1	340	137.255	0	0
ENST00000390434.3	566	319.22	0	0
ENST00000390435.1	341	137.849	0	0
ENST00000390436.2	360	150.635	0	0
ENST00000390437.2	445	216.456	0	0
ENST00000390438.2	469	236.234	1	0.260449
ENST00000390439.2	410	188.32	0	0
ENST00000390440.2	425	200.331	0	0
ENST00000390441.2	394	176.196	0	0
ENST00000390442.3	399	180.158	0	0
ENST00000390443.3	561	314.874	0	0
ENST00000390444.1	329	129.803	0	0
ENST00000390445.2	484	249.15	0	0
ENST00000390446.3	440	212.666	0	0
ENST00000390447.3	467	234.668	0	0
ENST00000390448.3	406	185.114	0	0
ENST00000390449.3	343	139.174	0	0
ENST00000390450.3	464	231.896	0	0
ENST00000390451.2	409	187.599	0	0
ENST00000390452.2	365	154.276	0	0
ENST00000621643.1	102	29.5736	0	0
ENST00000390453.1	343	139.174	0	0
ENST00000390454.2	403	182.707	0	0
ENST00000390455.3	537	294.729	0	0
ENST00000390456.3	341	137.849	0	0
ENST00000390457.2	425	200.331	0	0
ENST00000390458.3	469	236.234	0	0
ENST00000557168.1	337	135.188	0	0
ENST00000390460.1	327	128.625	0	0
ENST00000390461.2	349	143.553	0	0
ENST00000390463.3	356	147.885	1	0.416045
ENST00000390464.2	353	146.239	0	0
ENST00000390465.2	395	177.01	0	0
ENST00000390466.1	331	131.115	0	0
ENST00000390467.3	317	122.011	0	0
ENST00000390468.1	336	134.573	0	0
ENST00000390469.2	520	280.23	0	0
ENST00000535880.2	425	200.331	0	0
ENST00000390340.2	463	231.174	0	0
ENST00000390341.2	512	272.845	0	0
ENST00000444775.2	1735	1475.51	0	0
ENST00000390343.2	468	235.387	3	0.784157
ENST00000390344.2	552	306.807	3	0.601618
ENST00000390345.2	688	431.819	9.50479	1.35427
ENST00000390346.2	537	294.729	5	1.04379
ENST00000426402.2	544	300.796	6.49521	1.32858
ENST00000390348.2	465	232.77	0	0
ENST00000455382.2	421	196.846	0	0
ENST00000390387.3	391	174.329	0	0
ENST00000390357.3	373	160.651	0	0
ENST00000390381.3	652	396.642	0	0
ENST00000390353.2	401	181.696	0	0
ENST00000547918.2	380	166.336	0	0
ENST00000390392.3	455	224.369	0	0
ENST00000634383.1	424	199.466	0	0
ENST00000634605.1	394	176.196	0	0
ENST00000390360.3	365	154.276	0	0
ENST00000390361.3	397	178.534	3.85714	1.32926
ENST00000390362.1	343	139.174	0	0
ENST00000390363.2	390	173.533	3	1.06366
ENST00000390364.3	412	189.823	0	0
ENST00000390367.3	364	153.426	0	0
ENST00000426318.2	395	177.01	0	0
ENST00000390368.2	410	188.32	0.5	0.163358
ENST00000390369.2	347	142.277	0	0
ENST00000454561.2	544	300.796	0	0
ENST00000390371.3	388	172.186	0	0
ENST00000390372.3	350	144.227	0	0
ENST00000390373.2	344	140.049	0	0
ENST00000390374.3	392	175.288	0	0
ENST00000390375.2	384	169.177	0	0
ENST00000390376.2	341	137.849	0	0
ENST00000390377.1	347	142.277	0	0
ENST00000390378.1	343	139.174	0	0
ENST00000612787.1	347	142.277	0	0
ENST00000614171.1	374	161.263	0	0
ENST00000611462.1	368	156.671	0	0
ENST00000611787.1	392	175.288	0	0
ENST00000620569.1	409	187.599	0	0
ENST00000617347.1	406	185.114	0	0
ENST00000621184.1	411	189.125	0	0
ENST00000617639.1	406	185.114	0	0
ENST00000616518.1	421	196.846	0	0
ENST00000620773.1	347	142.277	0	0
ENST00000619103.1	344	140.049	0	0
ENST00000611520.1	428	203.012	0.5	0.151535
ENST00000390393.3	552	306.807	0	0
ENST00000390394.3	413	190.627	0	0
