N_unmapped	1235223	1235223	1235223
N_multimapping	1196728	1196728	1196728
N_noFeature	2408571	17314313	17396081
N_ambiguous	3715012	889676	889694
ENSG00000223972	0	0	0
ENSG00000227232	253	142	112
ENSG00000278267	8	2	6
ENSG00000243485	1	0	2
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	2	1	1
ENSG00000239945	0	0	0
ENSG00000233750	7	5	2
ENSG00000268903	0	0	0
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	3	3	0
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	2	0	2
ENSG00000279457	276	131	145
ENSG00000273874	0	0	0
ENSG00000228463	2	2	0
ENSG00000286448	0	0	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	205	110	95
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	9	3	6
ENSG00000278757	0	0	0
ENSG00000230021	14	95	69
ENSG00000235146	0	0	0
ENSG00000225972	9	5	4
ENSG00000225630	228	143	85
ENSG00000237973	428	263	205
ENSG00000278791	0	5	2
ENSG00000229344	9	7	9
ENSG00000240409	0	0	0
ENSG00000248527	6707	3436	3271
ENSG00000198744	23	11	12
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	6	5	1
ENSG00000228327	294	149	145
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	23	17	15
ENSG00000285268	0	0	0
ENSG00000230092	2	9	8
ENSG00000177757	13	10	11
ENSG00000228794	705	423	408
ENSG00000225880	57	26	47
ENSG00000288531	1	1	0
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	0	0	0
ENSG00000272438	15	5	10
ENSG00000230699	55	36	19
ENSG00000241180	0	0	0
ENSG00000223764	74	49	27
ENSG00000187634	70	712	655
ENSG00000188976	13077	7186	7188
ENSG00000187961	1948	952	996
ENSG00000187583	231	170	140
ENSG00000187642	12	42	49
ENSG00000272512	386	188	198
ENSG00000188290	1138	531	607
ENSG00000187608	294	149	162
ENSG00000231702	0	8	7
ENSG00000224969	21	15	8
ENSG00000188157	45934	22671	23264
ENSG00000242590	0	0	0
ENSG00000217801	809	443	512
ENSG00000273443	104	133	118
ENSG00000237330	25	12	13
ENSG00000131591	848	445	403
ENSG00000285812	15	5	10
ENSG00000223823	0	0	0
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	3	1	2
ENSG00000186891	4	3	1
ENSG00000186827	47	29	18
ENSG00000078808	6904	3270	3635
ENSG00000176022	1441	702	740
ENSG00000184163	79	42	37
ENSG00000260179	22	15	7
ENSG00000160087	4114	2069	2045
ENSG00000230415	100	61	39
ENSG00000162572	577	289	288
ENSG00000131584	4475	2379	2396
ENSG00000278073	0	0	0
ENSG00000169972	348	420	341
ENSG00000127054	5229	2708	2636
ENSG00000283712	0	0	0
ENSG00000240731	87	39	48
ENSG00000224051	1345	690	656
ENSG00000169962	30	37	24
ENSG00000107404	6464	3217	3277
ENSG00000284372	0	0	0
ENSG00000162576	1526	784	743
ENSG00000175756	3518	1806	1712
ENSG00000223663	1	1	0
ENSG00000221978	6256	3044	3213
ENSG00000224870	829	654	580
ENSG00000242485	2488	1396	1496
ENSG00000264293	0	0	0
ENSG00000272455	198	113	85
ENSG00000235098	2	0	2
ENSG00000225905	0	0	0
ENSG00000205116	4	5	0
ENSG00000225285	10	9	2
ENSG00000179403	10	7	4
ENSG00000215915	17	3	14
ENSG00000160072	3686	1885	1801
ENSG00000284740	5	3	2
ENSG00000197785	2909	1500	1409
ENSG00000205090	95	54	41
ENSG00000160075	3339	1706	1635
ENSG00000215014	6	4	3
ENSG00000274481	2	2	0
ENSG00000228594	3	1	2
ENSG00000286989	0	0	0
ENSG00000272106	88	88	60
ENSG00000197530	1561	854	768
ENSG00000189409	5	2	3
ENSG00000248333	3346	1681	1665
ENSG00000272004	3	68	82
ENSG00000189339	1959	1033	1071
ENSG00000269737	33	13	20
ENSG00000215914	4	2	2
ENSG00000008128	30	16	14
ENSG00000268575	31	43	27
ENSG00000227775	20	97	108
ENSG00000215790	264	230	174
ENSG00000008130	3064	1597	1467
ENSG00000078369	14005	6953	7053
ENSG00000231050	24	14	10
ENSG00000169885	6	3	3
ENSG00000178821	18	14	4
ENSG00000142609	2	1	1
ENSG00000233542	0	0	0
ENSG00000187730	0	0	0
ENSG00000226969	0	0	0
ENSG00000067606	11	111	131
ENSG00000271806	1	1	0
ENSG00000182873	36	25	13
ENSG00000162585	1730	980	981
ENSG00000234396	1	6	4
ENSG00000157933	3339	1632	1707
ENSG00000287356	61	42	24
ENSG00000116151	572	270	306
