N_unmapped	1136708	1136708	1136708
N_multimapping	5681360	5681360	5681360
N_noFeature	1463259	10730646	10819210
N_ambiguous	2301857	542715	539599
ENSG00000223972	0	0	0
ENSG00000227232	114	68	46
ENSG00000278267	2	2	0
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	4	4	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	0
ENSG00000239945	0	0	0
ENSG00000233750	0	0	0
ENSG00000268903	0	0	0
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	3	1	2
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	0	0	0
ENSG00000279457	209	105	104
ENSG00000273874	0	0	0
ENSG00000228463	0	0	0
ENSG00000286448	0	0	0
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	91	43	49
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	2	1	1
ENSG00000278757	0	0	0
ENSG00000230021	12	29	50
ENSG00000235146	0	0	0
ENSG00000225972	6	3	3
ENSG00000225630	112	66	46
ENSG00000237973	168	94	85
ENSG00000278791	0	1	2
ENSG00000229344	7	11	1
ENSG00000240409	0	0	0
ENSG00000248527	2584	1337	1247
ENSG00000198744	11	8	3
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	6	6	0
ENSG00000228327	122	63	59
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	14	9	7
ENSG00000285268	0	0	0
ENSG00000230092	2	5	7
ENSG00000177757	4	9	1
ENSG00000228794	335	213	189
ENSG00000225880	28	19	23
ENSG00000288531	0	0	0
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	0	0	0
ENSG00000272438	4	1	3
ENSG00000230699	12	5	7
ENSG00000241180	0	0	0
ENSG00000223764	22	8	14
ENSG00000187634	20	385	383
ENSG00000188976	7512	4084	4177
ENSG00000187961	910	458	452
ENSG00000187583	124	75	79
ENSG00000187642	1	11	20
ENSG00000272512	102	43	59
ENSG00000188290	474	224	251
ENSG00000187608	113	60	58
ENSG00000231702	1	6	0
ENSG00000224969	3	3	0
ENSG00000188157	29674	14889	14790
ENSG00000242590	0	0	0
ENSG00000217801	420	244	225
ENSG00000273443	42	29	62
ENSG00000237330	35	18	17
ENSG00000131591	508	264	245
ENSG00000285812	2	1	1
ENSG00000223823	0	0	0
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	1	0	1
ENSG00000186891	2	2	0
ENSG00000186827	25	12	15
ENSG00000078808	3837	1908	1929
ENSG00000176022	867	467	400
ENSG00000184163	64	30	34
ENSG00000260179	10	5	5
ENSG00000160087	2320	1138	1182
ENSG00000230415	87	39	48
ENSG00000162572	365	182	183
ENSG00000131584	1979	1037	1074
ENSG00000278073	0	0	0
ENSG00000169972	188	179	188
ENSG00000127054	3332	1614	1764
ENSG00000283712	0	0	0
ENSG00000240731	71	32	39
ENSG00000224051	726	382	344
ENSG00000169962	18	15	28
ENSG00000107404	4328	2220	2133
ENSG00000284372	0	0	0
ENSG00000162576	696	354	342
ENSG00000175756	1868	894	974
ENSG00000223663	2	2	0
ENSG00000221978	3310	1710	1600
ENSG00000224870	530	385	390
ENSG00000242485	1403	840	807
ENSG00000264293	0	0	0
ENSG00000272455	81	37	44
ENSG00000235098	4	3	1
ENSG00000225905	0	0	0
ENSG00000205116	1	1	0
ENSG00000225285	5	1	4
ENSG00000179403	16	10	6
ENSG00000215915	2	1	1
ENSG00000160072	1321	658	663
ENSG00000284740	1	1	0
ENSG00000197785	1290	651	639
ENSG00000205090	63	29	34
ENSG00000160075	2300	1148	1153
ENSG00000215014	2	2	0
ENSG00000274481	0	0	0
ENSG00000228594	1	1	0
ENSG00000286989	1	1	0
ENSG00000272106	69	69	53
ENSG00000197530	942	482	513
ENSG00000189409	1	1	0
ENSG00000248333	2069	981	1088
ENSG00000272004	1	63	66
ENSG00000189339	1500	810	817
ENSG00000269737	23	3	20
ENSG00000215914	0	0	0
ENSG00000008128	15	4	12
ENSG00000268575	27	32	16
ENSG00000227775	12	59	48
ENSG00000215790	182	121	129
ENSG00000008130	1487	760	727
ENSG00000078369	10199	5080	5119
ENSG00000231050	16	8	8
ENSG00000169885	4	0	4
ENSG00000178821	8	5	3
ENSG00000142609	9	7	2
ENSG00000233542	0	0	0
ENSG00000187730	0	0	0
ENSG00000226969	0	0	0
ENSG00000067606	2	68	67
ENSG00000271806	0	1	0
ENSG00000182873	15	8	8
ENSG00000162585	1135	618	650
ENSG00000234396	0	1	1
ENSG00000157933	1828	928	900
ENSG00000287356	60	25	43
ENSG00000116151	263	139	132
ENSG00000272161	0	0	0
ENSG00000269896	26	17	9
ENSG00000272420	3	0	3
ENSG00000157916	2458	1624	1567
ENSG00000157911	288	518	503
ENSG00000149527	93	44	49
ENSG00000224387	0	0	0
ENSG00000229393	3	2	1
ENSG00000157881	1000	477	523
ENSG00000197921	0	0	0
ENSG00000272449	18	10	8
ENSG00000238164	3	25	39
ENSG00000157873	209	132	138
ENSG00000225931	0	0	0
ENSG00000228037	0	0	0
ENSG00000157870	438	258	237
ENSG00000142606	6	26	37
ENSG00000237058	0	0	0
ENSG00000215912	50	30	20
ENSG00000285945	0	0	0
ENSG00000283259	0	0	0
ENSG00000233234	0	0	0
ENSG00000287396	0	0	0
