target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	5.5	0	0
ENST00000415118.1	8	1.5	0	0
ENST00000434970.2	9	2.5	0	0
ENST00000448914.1	13	4.66667	0	0
ENST00000632684.1	12	5.5	0	0
ENST00000632524.1	11	4.5	0	0
ENST00000633009.1	20	9.4	0	0
ENST00000634070.1	18	7.4	0	0
ENST00000632963.1	20	9.4	0	0
ENST00000633030.1	19	8.4	0	0
ENST00000633765.1	31	8.29167	0	0
ENST00000632619.1	28	7.33333	0	0
ENST00000632968.1	17	6.4	0	0
ENST00000633159.1	21	10.4	0	0
ENST00000631871.1	20	9.4	0	0
ENST00000633010.1	16	5.4	0	0
ENST00000633379.1	37	8.43137	0	0
ENST00000632473.1	31	8.29167	0	0
ENST00000631884.1	17	6.4	0	0
ENST00000632859.1	21	10.4	0	0
ENST00000631895.1	23	9.42857	0	0
ENST00000634154.1	16	5.4	0	0
ENST00000632609.1	31	8.29167	0	0
ENST00000632911.1	31	8.29167	0	0
ENST00000633504.1	31	8.29167	0	0
ENST00000632304.1	17	6.4	0	0
ENST00000632542.1	18	7.4	0	0
ENST00000633968.1	20	9.4	0	0
ENST00000634085.1	16	5.4	0	0
ENST00000633353.1	31	8.29167	0	0
ENST00000631803.1	31	8.29167	0	0
ENST00000633210.1	17	6.4	0	0
ENST00000604642.1	23	9.42857	0	0
ENST00000603326.1	19	8.4	0	0
ENST00000604950.1	31	8.29167	0	0
ENST00000603077.1	31	8.29167	0	0
ENST00000605284.1	17	6.4	0	0
ENST00000604446.1	23	9.42857	0	0
ENST00000603693.1	19	8.4	0	0
ENST00000603935.1	31	8.29167	0	0
ENST00000604102.1	31	8.29167	0	0
ENST00000604838.1	17	6.4	0	0
ENST00000439842.1	11	4.5	0	0
ENST00000390567.1	20	9.4	0	0
ENST00000452198.1	18	7.4	0	0
ENST00000390569.1	20	9.4	0	0
ENST00000437320.1	19	8.4	0	0
ENST00000390571.1	31	8.29167	0	0
ENST00000390572.1	28	7.33333	0	0
ENST00000450276.1	17	6.4	0	0
ENST00000390574.1	21	10.4	0	0
ENST00000390575.1	20	9.4	0	0
ENST00000431870.1	16	5.4	0	0
ENST00000390577.1	37	8.43137	0	0
ENST00000390578.1	31	8.29167	0	0
ENST00000451044.1	17	6.4	0	0
ENST00000390580.1	21	10.4	0	0
ENST00000390581.1	23	9.42857	0	0
ENST00000431440.2	16	5.4	0	0
