N_unmapped	1250809	1250809	1250809
N_multimapping	1757415	1757415	1757415
N_noFeature	2410808	16536816	16601977
N_ambiguous	3477937	823469	821992
ENSG00000223972	0	0	0
ENSG00000227232	231	95	136
ENSG00000278267	7	4	3
ENSG00000243485	0	0	0
ENSG00000284332	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	1	1	0
ENSG00000239945	0	0	0
ENSG00000233750	6	0	6
ENSG00000268903	0	0	0
ENSG00000269981	1	0	1
ENSG00000239906	0	0	0
ENSG00000241860	2	1	1
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000279928	0	0	0
ENSG00000279457	277	121	156
ENSG00000273874	3	3	0
ENSG00000228463	2	4	0
ENSG00000286448	0	0	2
ENSG00000236679	0	0	0
ENSG00000236601	0	0	0
ENSG00000237094	178	101	77
ENSG00000269732	0	0	0
ENSG00000284733	0	0	0
ENSG00000233653	0	0	0
ENSG00000250575	5	3	2
ENSG00000278757	0	0	0
ENSG00000230021	32	67	96
ENSG00000235146	0	0	0
ENSG00000225972	8	4	4
ENSG00000225630	149	83	66
ENSG00000237973	359	239	157
ENSG00000278791	0	0	3
ENSG00000229344	12	13	9
ENSG00000240409	1	0	1
ENSG00000248527	4683	2423	2261
ENSG00000198744	12	2	10
ENSG00000268663	0	0	0
ENSG00000284662	0	0	0
ENSG00000229376	2	1	1
ENSG00000228327	285	144	141
ENSG00000223181	0	0	0
ENSG00000229905	0	0	0
ENSG00000237491	28	18	16
ENSG00000285268	0	0	0
ENSG00000230092	2	2	2
ENSG00000177757	5	2	3
ENSG00000228794	736	450	403
ENSG00000225880	46	30	48
ENSG00000288531	0	0	0
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000283040	0	0	0
ENSG00000272438	7	4	3
ENSG00000230699	51	17	35
ENSG00000241180	0	0	0
ENSG00000223764	66	44	23
ENSG00000187634	62	628	676
ENSG00000188976	12664	7072	6836
ENSG00000187961	1754	859	895
ENSG00000187583	164	108	106
ENSG00000187642	8	20	38
ENSG00000272512	390	206	184
ENSG00000188290	1036	493	544
ENSG00000187608	249	112	142
ENSG00000231702	2	4	3
ENSG00000224969	3	0	3
ENSG00000188157	44256	22064	22195
ENSG00000242590	0	0	0
ENSG00000217801	541	293	326
ENSG00000273443	81	83	76
ENSG00000237330	42	19	23
ENSG00000131591	902	446	456
ENSG00000285812	20	6	14
ENSG00000223823	1	0	1
ENSG00000207730	0	0	0
ENSG00000207607	0	0	0
ENSG00000198976	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	1	1	0
ENSG00000186891	1	0	1
ENSG00000186827	14	2	12
ENSG00000078808	6498	3078	3424
ENSG00000176022	1399	724	677
ENSG00000184163	114	61	53
ENSG00000260179	26	18	8
ENSG00000160087	4195	2160	2035
ENSG00000230415	100	49	51
ENSG00000162572	517	255	262
ENSG00000131584	4220	2106	2351
ENSG00000278073	0	0	0
ENSG00000169972	385	372	332
ENSG00000127054	5144	2509	2717
ENSG00000283712	0	0	0
ENSG00000240731	115	53	62
ENSG00000224051	1419	714	706
ENSG00000169962	32	34	46
ENSG00000107404	6742	3448	3343
ENSG00000284372	0	0	0
ENSG00000162576	1309	682	627
ENSG00000175756	3042	1571	1472
ENSG00000223663	0	0	0
ENSG00000221978	5112	2595	2519
ENSG00000224870	745	585	531
ENSG00000242485	2098	1181	1286
ENSG00000264293	0	0	0
ENSG00000272455	181	86	95
ENSG00000235098	1	0	1
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	3	2	3
ENSG00000179403	25	7	20
ENSG00000215915	24	15	9
ENSG00000160072	3369	1677	1694
ENSG00000284740	6	4	2
ENSG00000197785	2775	1390	1387
ENSG00000205090	106	45	62
ENSG00000160075	3234	1644	1590
ENSG00000215014	6	2	4
ENSG00000274481	0	0	0
